x,original_y,salted_y,smoothed_y
533.000000,29512410.000000,-9536526.241416,29789805.719736
534.000000,25302200.000000,53423481.091437,33859595.588811
535.000000,18653380.000000,49909697.013729,32802377.339275
536.000000,23751690.000000,6223630.759508,31464596.100216
537.000000,21532200.000000,36425904.358533,35422921.047525
538.000000,20523870.000000,46898419.765639,30392523.686014
539.000000,23589930.000000,42119429.114395,31398356.176723
540.000000,22342650.000000,-14526017.351816,22645666.955694
541.000000,29461040.000000,38136727.891201,29028391.762938
542.000000,25400540.000000,52792176.965039,25531497.074345
543.000000,25938760.000000,17757196.658021,22868051.571578
544.000000,16412270.000000,-15440358.459827,15210180.569310
545.000000,21477380.000000,32885852.951800,13214143.462313
546.000000,33113340.000000,34103795.138508,19039360.859819
547.000000,16339690.000000,-34613745.784319,17370867.747242
548.000000,20848660.000000,66078606.057807,32897405.070006
549.000000,23451420.000000,55603436.041768,36229428.764647
550.000000,27393660.000000,1481465.490371,41360602.329085
551.000000,29385650.000000,60732658.368838,46756540.521697
552.000000,40122100.000000,80264031.068090,43813534.511923
553.000000,20442740.000000,15595001.933883,38401058.858573
554.000000,23402510.000000,1772507.328244,37126627.566491
555.000000,19088170.000000,71336748.119826,37647141.967578
556.000000,34260890.000000,73504156.765405,39787039.503566
557.000000,23285760.000000,-32356630.822124,23162145.126050
558.000000,25656110.000000,40442798.540112,28919675.477940
559.000000,28397810.000000,35449200.262910,22701500.266447
560.000000,27315530.000000,26740870.648870,32963508.920852
561.000000,32512580.000000,13517068.196762,34310857.097142
562.000000,39735110.000000,65386415.513130,39041712.235598
563.000000,41484540.000000,58276441.113740,35755931.899528
564.000000,41459120.000000,-12171717.498159,28917241.792309
565.000000,26387240.000000,21140821.139240,24172726.742263
566.000000,20591090.000000,75617812.011497,28191233.668188
567.000000,14026670.000000,-22027982.621582,16089282.079140
568.000000,25558680.000000,16234807.645784,19838113.951931
569.000000,25047130.000000,34667470.565903,8559463.732474
570.000000,16041550.000000,10402675.700888,13154871.089451
571.000000,21884010.000000,-45059631.543690,10116289.380353
572.000000,23598650.000000,67139562.203750,24937023.989817
573.000000,28998220.000000,59010784.307026,19884707.175856
574.000000,24683350.000000,-27384848.675612,9163976.337166
575.000000,16956290.000000,-22089651.157771,5744520.720098
576.000000,25129510.000000,25984673.827605,6512338.290041
577.000000,29422610.000000,45952631.070502,22084400.338269
578.000000,24358920.000000,-27442016.962820,20069389.420051
579.000000,24332120.000000,62611175.990446,37067898.127254
580.000000,34770480.000000,51647118.214785,38669485.397033
581.000000,59332210.000000,25768223.374403,49126204.166165
582.000000,39668100.000000,54407784.898517,47410143.925204
583.000000,33482970.000000,88950489.950471,50454148.666166
584.000000,35779520.000000,-2812695.011765,41139629.264273
585.000000,44651420.000000,36488580.557594,45114751.249401
586.000000,44387770.000000,89741355.872496,42408150.658265
587.000000,16916650.000000,29311544.395270,34028507.935058
588.000000,21175670.000000,-16071935.176184,27323666.179004
589.000000,17633730.000000,36884783.146107,31831151.299548
590.000000,21888930.000000,67924375.243900,40999513.927898
591.000000,23907540.000000,36479928.761270,42637161.934858
592.000000,42357420.000000,36135626.459656,42180178.631214
593.000000,16252850.000000,39860343.529289,35371506.741939
594.000000,18969700.000000,43782802.582916,34885665.942158
595.000000,24093300.000000,9608778.364359,29194021.200011
596.000000,16367780.000000,36723362.479664,27649160.545267
597.000000,16380570.000000,42201314.959215,20172929.524246
598.000000,16861450.000000,-8577277.433128,12898277.025866
599.000000,15603520.000000,-13002449.793849,7979724.667412
600.000000,16243080.000000,43177069.242034,11898397.399772
601.000000,17223790.000000,5944325.749143,13085563.645714
602.000000,21215870.000000,-11466327.830921,22573458.682559
603.000000,20088940.000000,51214155.919352,35529471.032999
604.000000,16216800.000000,78792734.706643,39188237.258704
605.000000,18631540.000000,27283973.003601,33330444.343471
606.000000,26204670.000000,-18567562.992337,19193185.177250
607.000000,21983410.000000,40660125.662770,16486876.361397
608.000000,25402270.000000,22901729.489064,19127923.033756
609.000000,35907770.000000,-21720620.596055,28835592.889190
610.000000,44366140.000000,72583256.553041,50294040.421585
611.000000,46575410.000000,104146909.383736,57823486.859535
612.000000,37350060.000000,41281806.682935,49911245.309848
613.000000,52126240.000000,13162753.255372,32089647.774353
614.000000,20565620.000000,27219814.435028,24211781.139155
615.000000,28157630.000000,5928432.430166,18545367.401797
616.000000,48846060.000000,38514831.455345,28771504.865091
617.000000,23637310.000000,19747077.506981,26221602.627146
618.000000,44866280.000000,46709572.728538,33160536.065022
619.000000,71574560.000000,19960813.643699,30729556.551470
620.000000,31506890.000000,26698345.769652,34487926.879185
621.000000,28411740.000000,55015728.756404,36533014.075822
622.000000,21905160.000000,35456511.895537,37636371.593207
623.000000,21610300.000000,17317201.237438,39470327.175991
624.000000,29491910.000000,58500675.153390,38941005.615532
625.000000,16564340.000000,64203167.565441,36424559.386283
626.000000,26729940.000000,-15945832.069430,23449520.957582
627.000000,27215770.000000,20501026.074644,26435447.008905
628.000000,29451050.000000,45041269.831951,21265680.186707
629.000000,25649890.000000,36981065.413330,26430790.819042
630.000000,25184600.000000,-26687106.956297,17226663.711893
631.000000,19782170.000000,50104918.175319,23411046.359156
632.000000,19376940.000000,38389563.797393,22223342.196110
633.000000,21564890.000000,-15711531.424463,22886676.973467
634.000000,26330070.000000,40519159.248427,31203151.191503
635.000000,27391950.000000,56436147.726091,27664493.005128
636.000000,27377960.000000,27821643.367991,27353701.496620
637.000000,27607370.000000,-25161657.291788,16211997.369697
638.000000,29377630.000000,44540398.627681,23602373.258074
639.000000,22074760.000000,35158693.166362,23585426.736667
640.000000,26208970.000000,12380904.563903,33713225.160176
641.000000,39636190.000000,27538980.819903,40290571.564745
642.000000,26060430.000000,87574265.697934,48099062.674573
643.000000,36127490.000000,54122618.646904,42078968.069992
644.000000,21827400.000000,-4453286.088076,28501797.416421
645.000000,20514810.000000,25101257.013058,23519212.727911
646.000000,26604140.000000,29507203.186579,21168743.040043
647.000000,69726440.000000,18267780.092745,22843786.079216
648.000000,33669020.000000,22607826.431670,24509960.286257
649.000000,19690420.000000,24417194.890892,23193727.238533
650.000000,17192770.000000,33262870.270549,26380924.783501
651.000000,32429770.000000,11974681.225775,22205281.119429
652.000000,15649120.000000,33441592.594231,23727235.364096
653.000000,18798250.000000,17861801.841093,19402461.682756
654.000000,21466370.000000,11422326.859940,25664588.628757
655.000000,25111310.000000,22862350.798141,30241264.683414
656.000000,17170490.000000,71129509.942397,37407180.645214
657.000000,20859830.000000,32998165.082037,30538920.863708
658.000000,17837130.000000,-3192085.713087,22533423.762237
659.000000,23765710.000000,22234470.385345,14726511.500152
660.000000,20117070.000000,30527360.888315,14451304.498312
661.000000,25080500.000000,-21207071.083732,13573374.569840
662.000000,24833800.000000,25783565.153010,21715592.951360
663.000000,18647220.000000,60605913.564945,22185615.613158
664.000000,21080580.000000,7228426.354964,21807800.212304
665.000000,18527000.000000,-24097848.730615,15029404.766610
666.000000,24110330.000000,67274231.593367,22876858.694674
667.000000,21550270.000000,16401732.049973,16276335.541321
668.000000,14277850.000000,-10670911.452746,20859839.691142
669.000000,22986960.000000,23842808.350545,17596410.108889
670.000000,31450520.000000,62615838.810420,27996581.366853
671.000000,22052920.000000,-20894410.706715,21917710.946036
672.000000,24725210.000000,43646417.773600,35770306.201253
673.000000,25674500.000000,52738358.525637,30804872.927446
674.000000,35421310.000000,40982849.456706,30339471.816363
675.000000,19082170.000000,-8517071.813018,17323707.322564
676.000000,21247590.000000,10157791.257610,9781552.807753
677.000000,24877950.000000,30272983.864180,10290474.673065
678.000000,32203640.000000,-25408049.651055,5950606.981606
679.000000,50264540.000000,22849333.998341,16434246.854283
680.000000,31642900.000000,31809549.257160,19433733.554842
681.000000,31454590.000000,20788638.606660,36631933.185954
682.000000,34089190.000000,24010698.209253,49407384.994932
683.000000,72187710.000000,117263502.358736,68304026.184752
684.000000,64782910.000000,83453980.624976,64257885.173821
685.000000,21144040.000000,21343880.221080,52386083.602389
686.000000,21017560.000000,38416470.860683,41063155.665132
687.000000,26591850.000000,49272268.795001,32920616.183835
688.000000,25277680.000000,21443285.893060,31941797.196534
689.000000,27715140.000000,7879519.225958,28477809.400084
690.000000,16383610.000000,63248413.887934,34750853.751414
691.000000,24452750.000000,26542354.478820,29971887.002435
692.000000,20118620.000000,17522334.095351,30629804.749648
693.000000,21895020.000000,33324304.050733,25957796.823823
694.000000,19217810.000000,35716535.803531,18644510.621740
695.000000,19201820.000000,3453026.099189,11496055.315438
696.000000,19906170.000000,-26203489.189196,3045536.782895
697.000000,22930630.000000,29845671.981276,11104284.414541
698.000000,26892850.000000,13590886.353190,15479799.136327
699.000000,33520150.000000,14535656.045999,22604822.277416
700.000000,50674280.000000,44208382.581344,29530422.054874
701.000000,19994270.000000,20424226.461151,29058803.621195
702.000000,25912270.000000,37885371.306867,34823744.896002
703.000000,32493770.000000,34817376.539900,29752933.262828
704.000000,27236290.000000,36517049.811855,27806624.132708
705.000000,25779060.000000,5131368.681524,25576048.374044
706.000000,38907940.000000,15065598.774716,33799345.429299
707.000000,48670440.000000,71632488.870445,42459133.327394
708.000000,27254850.000000,69912628.034394,45851750.763251
709.000000,23345970.000000,-30019.177360,35614290.116991
710.000000,45579740.000000,38008792.369033,39459136.026607
711.000000,44182930.000000,47488187.024091,33320344.531393
712.000000,33498270.000000,55436390.437437,34280768.487021
713.000000,20783460.000000,-8234811.972759,25822100.639754
714.000000,14198660.000000,12292540.375532,25698245.912255
715.000000,19998050.000000,75527511.558969,27984523.566661
716.000000,18325720.000000,11142647.469329,21133781.026813
717.000000,17117710.000000,-21823482.760241,11490111.102232
718.000000,17290900.000000,41844954.753121,14106592.042587
719.000000,23294040.000000,-2001027.035983,5454736.462754
720.000000,17302160.000000,11500187.747224,13559283.819261
721.000000,14676420.000000,-4171276.381760,9572798.306684
722.000000,16529130.000000,35839464.889583,20100962.807095
723.000000,17775510.000000,20653634.130497,26476387.310070
724.000000,20320420.000000,17703674.660314,31059287.194896
725.000000,30341520.000000,72241763.759583,34234351.418190
726.000000,18904680.000000,21238012.264123,26487914.583085
727.000000,16658660.000000,-16208659.676111,20039137.732976
728.000000,21131040.000000,45494183.604946,22618998.759948
729.000000,27649500.000000,30929172.191559,22705572.788496
730.000000,19865300.000000,2672324.621380,27209750.752751
731.000000,19970040.000000,35423892.094027,28871662.437618
732.000000,19576480.000000,59881851.276847,31472275.193687
733.000000,21189000.000000,2411771.796227,30421935.046127
734.000000,29174040.000000,16517243.314183,38479003.920439
735.000000,33348400.000000,80979388.794205,41654164.060157
736.000000,23531670.000000,68417714.000066,42257553.706525
737.000000,22355140.000000,-28782010.396240,25192970.033527
738.000000,20299310.000000,40121855.412602,31844425.370028
739.000000,25804820.000000,38430602.395848,22195847.966135
740.000000,39461130.000000,45594164.615234,30904298.390758
741.000000,21258100.000000,-26980773.418169,21217004.798016
742.000000,43700570.000000,49513945.493339,26617922.085693
743.000000,19173780.000000,64633925.429334,23131994.546688
744.000000,25676720.000000,-33902798.243506,12213075.126044
745.000000,15281850.000000,1189598.280618,14536372.948655
746.000000,17048800.000000,45074495.380768,14797178.377788
747.000000,19578920.000000,25081822.372385,18420926.630747
748.000000,22117750.000000,-14770653.240616,15946606.994299
749.000000,18695500.000000,26272231.839631,20023631.297686
750.000000,17439210.000000,44505078.085208,22567314.464773
751.000000,21229890.000000,11807776.306566,22184119.503846
752.000000,21555370.000000,9468206.871696,18467522.357102
753.000000,26170690.000000,33490946.324950,18890377.466510
754.000000,36362440.000000,5736915.233487,16781532.113330
755.000000,23446340.000000,16540938.915673,25460733.811699
756.000000,20222210.000000,32051180.348681,26707118.659696
757.000000,21754600.000000,59538108.184987,32496692.167263
758.000000,20762360.000000,2476756.069709,30076218.530947
759.000000,20769030.000000,15667489.842583,33582979.017887
760.000000,24487200.000000,83215863.948776,39644798.541182
761.000000,22163280.000000,31585696.465211,36972093.639640
762.000000,22539860.000000,969986.111498,28938580.416236
763.000000,35578640.000000,59173882.064393,27143225.654992
764.000000,33054500.000000,6717827.995569,13385171.553804
765.000000,22989980.000000,-1943156.154457,20731568.032607
766.000000,20046250.000000,2906179.057434,19471626.022821
767.000000,28321440.000000,87241644.575879,37721924.240901
768.000000,22941650.000000,14928718.479718,35036258.093568
769.000000,38158410.000000,19804734.345446,33700116.826628
770.000000,26784530.000000,72214331.807837,30745521.550517
771.000000,24460160.000000,-8512869.356423,33669259.604571
772.000000,33671250.000000,982479.129357,48887844.879391
773.000000,111837300.000000,154917193.507724,76590672.656943
774.000000,47767760.000000,90853468.874893,72817579.360465
775.000000,30327110.000000,30421500.215888,64047513.618281
776.000000,20495340.000000,41763213.127292,46595222.032281
777.000000,26320740.000000,58980125.022671,37937389.669169
778.000000,32417410.000000,20658087.056413,31695803.027345
779.000000,23191150.000000,6100030.902987,32128867.921071
780.000000,21982000.000000,49517133.688050,35021286.673621
781.000000,29922650.000000,68431291.629801,36168131.116041
782.000000,25554290.000000,3705575.608859,33707476.814199
783.000000,23687350.000000,3855862.104498,31282227.459387
784.000000,34412090.000000,93321580.065685,39207539.987442
785.000000,26083030.000000,22574527.050226,29056550.951333
786.000000,27057550.000000,-3021817.558744,30343395.067976
787.000000,27453130.000000,28526318.917208,28500597.127015
788.000000,24432660.000000,71497953.044333,35503872.609399
789.000000,33420290.000000,18866814.479733,31981488.946471
790.000000,31714820.000000,7527718.537875,29059853.019392
791.000000,22115100.000000,50948891.593729,26455276.746020
792.000000,21081620.000000,29684964.911195,24602330.749218
793.000000,28769220.000000,-11711767.005308,21669982.485583
794.000000,30555900.000000,41239965.555315,24153230.162560
795.000000,14979680.000000,46393534.752784,19167839.045978
796.000000,20686510.000000,-9688186.004283,15854345.352585
797.000000,18131970.000000,-15207927.709193,14407695.637437
798.000000,14244050.000000,60987104.129907,22299329.914086
799.000000,26043820.000000,33017045.905006,28106585.517067
800.000000,23724430.000000,-15291636.560045,30796766.785502
801.000000,21337310.000000,72197350.112895,43235328.891712
802.000000,27756760.000000,67692243.396944,45651585.529628
803.000000,44284660.000000,20285005.176510,46411253.530748
804.000000,46286150.000000,44762029.790966,40529416.274606
805.000000,33962370.000000,65532736.999483,31289079.711149
806.000000,43293350.000000,-4625753.916317,21049962.008739
807.000000,26176690.000000,-21007489.197623,19945778.945440
808.000000,34324350.000000,64240356.605738,26488274.510036
809.000000,27049830.000000,59668074.889239,32859012.864365
810.000000,29976030.000000,-26256335.686454,26925529.086838
811.000000,26160560.000000,50888561.683202,31256672.387295
812.000000,34113880.000000,58421690.592533,28512561.804490
813.000000,26481320.000000,-9846680.558295,30069350.331862
814.000000,37034520.000000,23109601.134195,39615782.002770
815.000000,36151450.000000,89470787.000139,44672299.626177
816.000000,28507780.000000,65394330.272930,42314090.520828
817.000000,27054320.000000,-22116186.403950,28652043.002930
818.000000,11475920.000000,21753066.455414,23516734.829616
819.000000,27420550.000000,66307661.076974,29790321.584763
820.000000,25931710.000000,-9704148.697048,25967534.869425
821.000000,29164190.000000,46049551.515514,34302162.868805
822.000000,28310840.000000,46117709.481912,28372532.976313
823.000000,27623150.000000,13641945.691714,33064815.248360
824.000000,58724080.000000,13971218.879080,35607534.711093
825.000000,32230590.000000,81320337.628105,43994334.637530
826.000000,50901380.000000,52177880.878210,39943929.438889
827.000000,34117030.000000,1808441.161737,39796816.634895
828.000000,57097740.000000,28104286.329773,39367658.788412
829.000000,59118740.000000,101172871.759804,46794911.986113
830.000000,24129630.000000,24613570.403125,34036596.956087
831.000000,32361930.000000,-1671886.474331,30646504.427216
832.000000,30790930.000000,23300637.352587,26645736.813214
833.000000,26538700.000000,66511551.082661,33025814.749007
834.000000,28174980.000000,22232228.839389,28307952.735699
835.000000,43403760.000000,3898464.763865,27973455.835400
836.000000,26378910.000000,31301202.842439,25957083.402412
837.000000,36792100.000000,58494458.584178,42424922.552555
838.000000,31396130.000000,930665.398320,47801157.519705
839.000000,66028640.000000,108057314.273261,61622731.753713
840.000000,46820600.000000,96634768.985461,49288498.460199
841.000000,23492650.000000,-27498570.281118,25160559.011565
842.000000,22527690.000000,-7437365.544265,10894168.023967
843.000000,24100150.000000,33713091.717044,10054728.277836
844.000000,19977160.000000,-3720634.183953,11350381.037132
845.000000,24308210.000000,25152154.878517,23482421.710301
846.000000,23583810.000000,22512949.928977,23332785.397507
847.000000,35626020.000000,46717008.021954,35658049.677846
848.000000,35041820.000000,18605670.623513,42549816.038033
849.000000,37512930.000000,56700173.338964,54127372.744758
850.000000,63963010.000000,103304193.190345,58468877.679384
851.000000,36087910.000000,36073333.230420,52123070.728218
852.000000,24336440.000000,8407501.821115,38200626.547253
853.000000,28508710.000000,81335317.551896,37691819.209960
854.000000,21400410.000000,-827218.011691,18840054.227085
855.000000,29707270.000000,11549802.328201,28714282.755449
856.000000,21634520.000000,8507795.485445,20258100.944814
857.000000,36340670.000000,90159591.498262,35099869.030398
858.000000,35850010.000000,-9143070.466537,18907776.683422
859.000000,29608390.000000,3779168.792481,22509102.148396
860.000000,24587490.000000,30217316.643993,17899010.914048
861.000000,29800240.000000,38371821.100956,24121730.066263
862.000000,52411070.000000,2697357.708147,27483503.512412
863.000000,31048170.000000,26207949.662759,30787256.302436
864.000000,35951900.000000,79518769.971498,40715627.261699
865.000000,34494150.000000,7855486.674007,46727865.554790
866.000000,46937190.000000,36617859.621495,62103409.677950
867.000000,79763890.000000,142876909.427117,81305280.128345
868.000000,90398170.000000,78538815.833070,82467796.005736
869.000000,111186900.000000,50524882.962575,80986618.603279
870.000000,62080160.000000,100630984.049675,73189314.035815
871.000000,45114590.000000,79140747.996138,63448158.856389
872.000000,46461610.000000,15397024.322872,54272542.249816
873.000000,52955310.000000,48151475.289064,54278734.678983
874.000000,42250480.000000,88861828.177815,51891750.685760
875.000000,26645130.000000,51966138.980882,49905773.621991
876.000000,26393770.000000,-7710902.834960,38623382.368657
877.000000,26675250.000000,71217931.098841,42693436.884101
878.000000,31639010.000000,53015918.604988,39166992.085601
879.000000,24817940.000000,9563058.059702,39341042.476884
880.000000,24900130.000000,44890191.707517,40107349.988878
881.000000,27744300.000000,62902971.773793,37832549.536282
882.000000,25001730.000000,24586033.291765,31891547.855280
883.000000,23606240.000000,5934215.650613,22802043.647227
884.000000,21236850.000000,32037866.937872,17931856.837273
885.000000,25784420.000000,13928703.743840,11654642.150493
886.000000,25108890.000000,-5677745.834225,13386976.370691
887.000000,21918340.000000,7041454.148096,15132859.284800
888.000000,25328680.000000,54677672.529099,20690548.343990
889.000000,33754680.000000,13163731.116643,19405702.456524
890.000000,25704330.000000,-17249533.858026,21591642.617122
891.000000,18648700.000000,50697584.879748,29537707.413357
892.000000,27460070.000000,66753047.584515,36879040.627049
893.000000,23839880.000000,998682.897253,38871686.682294
894.000000,26296260.000000,39136963.764991,46142361.516554
895.000000,28010430.000000,92565469.633222,47658619.241178
896.000000,39546610.000000,42951626.693902,44402813.466300
897.000000,26781730.000000,-10563061.916601,37217468.385259
898.000000,30148360.000000,62818400.597467,39530434.701297
899.000000,33770220.000000,70164223.045005,40760568.278490
900.000000,38018910.000000,-1273059.407932,33422415.870645
901.000000,27697970.000000,38683273.563279,42455902.346019
902.000000,38771840.000000,42157680.721815,38821663.115613
903.000000,92143920.000000,84489329.650686,51349677.572064
904.000000,53454620.000000,8340359.503398,40210892.361623
905.000000,40290580.000000,43903911.654904,38669077.183635
906.000000,28218240.000000,60617256.470654,31318462.361147
907.000000,32690080.000000,-10146367.181651,18690839.740843
908.000000,26219110.000000,13200825.641845,18200015.266880
909.000000,23766360.000000,23110994.145536,11468196.893473
910.000000,36464530.000000,21080936.084736,18555230.073986
911.000000,30031410.000000,-14053723.513090,17117904.205700
912.000000,38885980.000000,54874274.844585,22603265.691132
913.000000,25879680.000000,40007124.688010,18099130.854261
914.000000,24129530.000000,-38087816.047804,8645766.141869
915.000000,23317990.000000,16576727.187990,12201722.968162
916.000000,28877500.000000,37109381.843547,12624511.476158
917.000000,24460850.000000,6700609.547810,19975383.492570
918.000000,30877540.000000,-923176.927057,24045465.258473
919.000000,27553750.000000,64737989.825705,31763764.847963
920.000000,25982080.000000,47709240.750706,37753708.857192
921.000000,35783320.000000,-10698897.582830,39004538.709401
922.000000,36505420.000000,78199560.116473,51753493.438263
923.000000,40387960.000000,84461572.583976,60691583.583855
924.000000,45595680.000000,23666554.549968,58698419.892735
925.000000,75219710.000000,93459714.204007,60763233.644166
926.000000,32042290.000000,53246152.489698,38576159.998257
927.000000,29124140.000000,7921864.013072,32053313.508822
928.000000,35407050.000000,-19316015.843882,25776802.528641
929.000000,34355970.000000,77336465.834098,40517881.249631
930.000000,60793260.000000,76057541.131778,46564780.204263
931.000000,31251870.000000,5275935.796603,42824255.422750
932.000000,29373050.000000,46033284.417161,43632381.719212
933.000000,31890740.000000,61746314.211322,34556193.644442
934.000000,37708360.000000,31969662.432521,32477022.470124
935.000000,31672220.000000,-22479993.439839,20827079.616780
936.000000,26575570.000000,54982266.633498,22637161.312428
937.000000,20839950.000000,37128199.459869,14757648.223361
938.000000,22378380.000000,-33759343.325988,9754704.347358
939.000000,23265200.000000,2046119.829526,17862734.095058
940.000000,28487570.000000,56913935.814835,24800766.232881
941.000000,40170200.000000,58795801.332172,37212726.739029
942.000000,29139100.000000,-19583076.943149,32112755.136758
943.000000,42268040.000000,63461409.911809,45451282.267630
944.000000,36299460.000000,70270893.087026,47816282.499939
945.000000,56293490.000000,37166107.246817,54106619.886230
946.000000,38258300.000000,47100709.618856,51871628.318089
947.000000,35074380.000000,78690772.844787,50528796.871360
948.000000,37977020.000000,30160453.221698,38920358.951591
949.000000,31834020.000000,19041609.522074,35207463.804545
950.000000,30417880.000000,27831453.190809,25356780.548645
951.000000,42009830.000000,52677639.861913,35202338.801786
952.000000,46858910.000000,-14565326.786547,37345305.662702
953.000000,61192340.000000,80728932.763810,62886952.044121
954.000000,44223040.000000,109481909.616973,65990211.499040
955.000000,76183460.000000,65983978.346067,61077837.073383
956.000000,28641180.000000,7788409.747023,38732646.980532
957.000000,33653020.000000,34611922.189116,24066993.665959
958.000000,32895650.000000,21336445.975828,19017556.789092
959.000000,43665160.000000,-21011516.053507,20987205.308387
960.000000,35850220.000000,56892171.508302,41117110.166073
961.000000,40984160.000000,73214417.654878,49892542.116023
962.000000,56770080.000000,58319760.674692,58353542.394419
963.000000,47844490.000000,36229691.886256,55529523.756119
964.000000,68388840.000000,69711235.847792,58907682.454976
965.000000,82107120.000000,67684774.745830,61894003.384678
966.000000,114436300.000000,48731817.586743,59694781.072957
967.000000,52979780.000000,78946037.169314,53669899.419971
968.000000,27997990.000000,42870218.182086,37463109.232216
969.000000,33655810.000000,-8185406.504308,30492810.390955
970.000000,31416910.000000,17038763.947499,34652538.288530
971.000000,30576980.000000,89207353.035677,50752756.859877
972.000000,32340620.000000,58760322.348873,52789261.890022
973.000000,60784920.000000,39287703.712800,52594299.647676
974.000000,46873670.000000,41285703.685489,40987179.894512
975.000000,25364920.000000,59292292.002835,40979024.437581
976.000000,32771760.000000,-17145.188639,37190956.630986
977.000000,27150570.000000,47541988.434461,40601661.010007
978.000000,29357940.000000,90986468.696759,42158991.611150
979.000000,23553790.000000,-10240844.727790,32247736.865277
980.000000,31735810.000000,14347027.375511,38381512.488351
981.000000,26178840.000000,77956786.138121,40981665.476367
982.000000,26560420.000000,63679372.487601,38063429.329249
983.000000,37322930.000000,-3541116.970063,24538199.956439
984.000000,25820460.000000,-5923241.939766,14109063.326591
985.000000,25763840.000000,36148979.840629,12107516.772681
986.000000,45547590.000000,13365090.131095,10802956.955998
987.000000,31154910.000000,-15312020.270831,15396474.781971
988.000000,19354440.000000,21564369.102033,21871300.493656
989.000000,25568350.000000,72992054.964856,38542569.325376
990.000000,25686350.000000,12402841.400863,42893728.080984
991.000000,32345430.000000,56443690.825177,50408647.189003
992.000000,35454230.000000,88641085.660500,46214985.551506
993.000000,43607120.000000,11024467.583457,36637176.950325
994.000000,34394830.000000,-2236039.533053,31653768.340585
995.000000,38236730.000000,69110181.423024,31073143.779909
996.000000,40026250.000000,44579109.344543,30888483.005754
997.000000,25058280.000000,-26108634.228737,28824127.349939
998.000000,27368840.000000,51938248.539372,38044415.222881
999.000000,33490630.000000,86211298.446115,39902625.073471
1000.000000,27148530.000000,15114466.040777,32858171.275424
1001.000000,31538710.000000,-3441849.730715,29294457.851534
1002.000000,35890740.000000,39255516.803686,32278520.637610
1003.000000,46026600.000000,67546743.186187,42565270.414191
1004.000000,36884490.000000,30983537.124568,45621887.779849
1005.000000,33136130.000000,40394978.510194,45485268.802827
1006.000000,50303500.000000,69457609.998526,39628730.490253
1007.000000,35131460.000000,24552479.211715,34486342.005107
1008.000000,28949760.000000,-13937235.428916,24534830.429093
1009.000000,27526040.000000,73887441.115170,35012565.536338
1010.000000,36192150.000000,18120183.018139,29084936.817269
1011.000000,31851180.000000,28098340.663585,42143448.865885
1012.000000,34240470.000000,42930445.601613,40639744.172628
1013.000000,35290570.000000,80152922.696056,44355320.819060
1014.000000,38866100.000000,20490322.058237,37534431.538845
1015.000000,44811800.000000,-3091164.976863,28886663.673104
1016.000000,48032600.000000,76032879.572471,34051979.218040
1017.000000,40323020.000000,12714649.722916,28264409.109888
1018.000000,49979700.000000,11812737.169851,35625774.573135
1019.000000,42288790.000000,59846990.266719,43034570.323810
1020.000000,44282560.000000,58535506.630549,46422344.329888
1021.000000,53920550.000000,48624142.309867,52605452.628222
1022.000000,46315620.000000,26831027.397405,48909385.342294
1023.000000,46418230.000000,83032644.845204,53048250.974631
1024.000000,45870130.000000,53950806.130156,46866698.626805
1025.000000,37190500.000000,9690896.084468,47531960.142709
1026.000000,40814360.000000,48903405.110697,49919701.236760
1027.000000,64332440.000000,104941853.951391,68657932.698035
1028.000000,55622370.000000,28697384.259900,66624165.051594
1029.000000,133059000.000000,109061468.028212,79612039.745006
1030.000000,71937310.000000,78997738.430634,68012694.521792
1031.000000,51529980.000000,43348506.316229,62682899.846498
1032.000000,65648660.000000,55187045.462720,61593259.496545
1033.000000,52099200.000000,57244291.086534,59431914.275396
1034.000000,72274300.000000,92196439.192612,66116960.478557
1035.000000,52960810.000000,42996977.263704,60274676.007630
1036.000000,79356010.000000,48952576.689606,57426547.150026
1037.000000,63000140.000000,82721452.787990,49154347.202677
1038.000000,62285770.000000,31150857.280640,45405917.647539
1039.000000,49046150.000000,-11858632.958347,39311902.301841
1040.000000,49687870.000000,107749233.076801,60269626.105472
1041.000000,70722000.000000,54396068.088463,62267440.776610
1042.000000,80742460.000000,64909607.977378,75484787.381772
1043.000000,68384270.000000,92946828.163696,78868935.606470
1044.000000,55583140.000000,77019695.432955,73585432.232936
1045.000000,67569090.000000,86203748.560388,75077485.852800
1046.000000,40885480.000000,29706706.919633,61429175.020909
1047.000000,25184090.000000,85420521.697125,60264614.288837
1048.000000,30912260.000000,66714705.979349,46887254.621037
1049.000000,26639930.000000,-1887950.401697,33859586.301244
1050.000000,13596680.000000,23701014.640657,31255444.212469
1051.000000,32618140.000000,49365903.703463,32751671.528719
1052.000000,32728460.000000,36736124.548854,48841637.135306
1053.000000,47507230.000000,28820296.171748,58578766.191644
1054.000000,96197190.000000,133387080.332762,75779351.725909
1055.000000,44654830.000000,77630650.699937,71839850.765548
1056.000000,56157370.000000,18259493.399142,65341987.289869
1057.000000,53168580.000000,88277964.605630,60089146.221414
1058.000000,64678220.000000,78433448.650863,45851549.972803
1059.000000,46810020.000000,-2795515.088356,31361944.360790
1060.000000,29158640.000000,-7211528.884571,21657188.130404
1061.000000,46301930.000000,56333205.616993,21837813.705854
1062.000000,34275420.000000,29984244.827110,25848194.428469
1063.000000,32063100.000000,-19594931.541484,24847080.952828
1064.000000,57717870.000000,67794697.937862,38659942.905081
